Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Month
Talen Horton-Tucker,PG,23,UTA,31,11,21.5,4.0,9.9,0.408,1.2,3.6,0.327,2.8,6.2,0.456,0.469,1.7,2.1,0.8,0.4,2.2,2.5,4.1,1.1,0.4,1.6,2.0,10.9,01-2024
Danuel House Jr.,SF,30,PHI,27,0,13.6,1.2,2.8,0.44,0.5,1.4,0.359,0.7,1.3,0.528,0.533,0.8,1.1,0.71,0.4,1.1,1.5,0.8,0.3,0.1,0.6,1.1,3.8,01-2024
Caleb Houstan,SF,21,ORL,35,7,16.0,1.6,4.2,0.378,1.4,3.9,0.355,0.2,0.3,0.7,0.544,0.5,0.6,0.773,0.6,1.1,1.7,0.7,0.3,0.0,0.4,1.3,5.1,01-2024
Jett Howard,SF,20,ORL,11,0,3.8,0.6,1.7,0.368,0.4,1.3,0.286,0.3,0.5,0.6,0.474,0.2,0.4,0.5,0.1,0.4,0.5,0.3,0.0,0.1,0.2,0.1,1.8,01-2024
Kevin Huerter,SG,25,SAC,40,35,23.9,3.9,8.9,0.441,2.0,5.4,0.359,2.0,3.4,0.569,0.551,0.7,0.8,0.818,0.5,3.2,3.6,2.6,0.6,0.4,0.6,2.2,10.4,01-2024
Jay Huff,C,25,DEN,5,0,2.4,0.4,0.8,0.5,0.0,0.4,0.0,0.4,0.4,1.0,0.5,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.6,0.8,01-2024
De'Andre Hunter,SF,26,ATL,24,24,30.3,5.1,11.0,0.46,1.9,4.8,0.404,3.2,6.3,0.503,0.547,2.8,3.1,0.907,0.6,3.5,4.1,1.4,0.8,0.4,1.5,3.0,14.9,01-2024
Bones Hyland,PG,23,LAC,16,2,14.6,2.6,6.7,0.393,1.3,3.4,0.364,1.4,3.3,0.423,0.486,0.6,0.8,0.833,0.1,0.8,0.9,1.8,0.5,0.1,1.3,1.4,7.1,01-2024
Joe Ingles,SF,36,ORL,30,0,18.4,1.7,4.1,0.411,1.1,2.6,0.41,0.6,1.5,0.413,0.54,0.6,0.7,0.85,0.5,2.2,2.6,3.4,0.8,0.1,1.0,1.6,5.0,01-2024
Brandon Ingram,SF,26,NOP,40,40,33.1,7.9,16.3,0.487,1.4,3.9,0.353,6.6,12.4,0.529,0.529,4.2,5.1,0.814,0.6,4.2,4.8,5.7,0.8,0.4,2.4,2.2,21.4,01-2024
Kyrie Irving,SG,31,DAL,27,27,33.3,9.3,19.6,0.472,2.9,7.0,0.411,6.4,12.6,0.506,0.545,3.8,4.2,0.895,0.8,4.3,5.1,5.3,1.3,0.4,1.6,1.9,25.2,01-2024
Jonathan Isaac,PF,26,ORL,26,0,13.5,2.2,4.7,0.455,0.6,2.0,0.283,1.6,2.7,0.586,0.516,1.3,1.6,0.786,1.1,2.8,3.9,0.4,0.8,1.1,0.5,1.2,6.2,01-2024
Jaden Ivey,SG,21,DET,40,24,26.5,5.0,11.1,0.451,1.3,4.0,0.317,3.7,7.1,0.528,0.509,3.0,4.1,0.732,1.3,2.4,3.7,3.7,0.8,0.6,2.3,2.8,14.3,01-2024
Andre Jackson Jr.,SG,22,MIL,38,8,11.4,1.1,2.0,0.545,0.3,0.9,0.371,0.8,1.1,0.69,0.63,0.2,0.2,0.889,0.9,1.3,2.2,0.9,0.3,0.1,0.5,1.9,2.8,01-2024
Gregory Jackson II,PF,19,MEM,12,0,13.5,2.4,5.0,0.483,1.3,2.7,0.5,1.1,2.3,0.464,0.617,1.3,1.9,0.696,0.8,2.0,2.8,0.5,0.3,0.5,0.6,1.1,7.5,01-2024
Isaiah Jackson,C,22,IND,34,1,13.6,2.8,4.2,0.669,0.0,0.1,0.0,2.8,4.1,0.679,0.669,1.3,1.9,0.688,1.5,2.6,4.1,0.9,0.6,1.2,0.7,2.8,6.9,01-2024
Jaren Jackson Jr.,C,24,MEM,42,42,31.6,7.4,16.4,0.451,1.8,5.5,0.328,5.6,11.0,0.512,0.505,5.0,6.1,0.831,1.3,4.4,5.6,1.9,1.0,1.6,2.1,3.5,21.6,01-2024
Reggie Jackson,PG,33,DEN,45,14,23.1,4.6,9.7,0.47,1.4,3.6,0.378,3.2,6.0,0.526,0.541,0.9,1.2,0.75,0.4,1.7,2.0,4.1,0.6,0.2,1.5,1.8,11.4,01-2024
Trayce Jackson-Davis,PF,23,GSW,31,3,14.5,2.9,4.3,0.682,0.0,0.0,,2.9,4.3,0.682,0.682,1.1,1.9,0.576,1.7,2.6,4.4,1.0,0.4,0.9,0.7,1.7,6.9,01-2024
LeBron James,PF,39,LAL,40,40,34.3,9.3,17.8,0.52,2.2,5.5,0.391,7.1,12.3,0.577,0.58,4.1,5.6,0.74,0.9,6.3,7.2,7.4,1.3,0.6,3.4,1.1,24.8,01-2024
Jaime Jaquez Jr.,SF,22,MIA,39,15,30.2,5.4,10.6,0.513,1.1,3.0,0.353,4.4,7.6,0.576,0.563,2.1,2.5,0.837,1.3,2.6,3.9,2.7,1.1,0.3,1.7,2.5,14.0,01-2024
DaQuan Jeffries,SG,26,NYK,10,0,3.0,0.5,1.2,0.417,0.1,0.5,0.2,0.4,0.7,0.571,0.458,0.0,0.2,0.0,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1,01-2024
Trey Jemison,C,24,WAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,01-2024
Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,01-2024
Isaiah Joe,SG,24,OKC,44,0,19.2,3.1,6.6,0.462,2.1,5.0,0.429,0.9,1.7,0.562,0.623,0.7,0.8,0.833,0.4,2.0,2.4,1.2,0.6,0.3,0.6,1.2,9.0,01-2024
Cameron Johnson,PF,27,BRK,35,35,28.5,5.2,11.5,0.453,2.5,6.2,0.399,2.7,5.3,0.516,0.561,1.1,1.6,0.714,1.2,3.5,4.6,2.6,0.7,0.2,0.9,1.9,14.0,01-2024
Jalen Johnson,SF,22,ATL,30,27,32.5,6.0,11.1,0.541,1.2,3.2,0.365,4.8,7.9,0.612,0.593,1.9,2.6,0.734,1.2,7.0,8.2,3.1,1.3,0.8,2.0,2.4,15.1,01-2024
James Johnson,PF,36,IND,5,0,4.8,0.4,1.0,0.4,0.0,0.2,0.0,0.4,0.8,0.5,0.4,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8,01-2024
Keldon Johnson,SF,24,SAS,42,26,30.7,6.0,13.4,0.448,1.8,5.3,0.339,4.2,8.1,0.519,0.515,2.9,3.7,0.781,1.2,4.4,5.7,3.4,0.8,0.2,1.7,2.4,16.7,01-2024
Keon Johnson,SG,21,BRK,1,0,21.0,3.0,8.0,0.375,2.0,4.0,0.5,1.0,4.0,0.25,0.5,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,01-2024
Keyontae Johnson,SF,23,OKC,4,0,8.3,0.5,2.0,0.25,0.0,0.3,0.0,0.5,1.8,0.286,0.25,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,0.8,0.5,1.0,01-2024
Nikola Jokić,C,28,DEN,44,44,33.6,10.2,17.3,0.59,1.0,2.9,0.362,9.2,14.5,0.635,0.62,4.7,5.7,0.825,3.0,9.0,12.0,9.1,1.1,0.9,2.8,2.6,26.2,01-2024
Colby Jones,SG,21,SAC,15,0,7.3,1.1,2.8,0.381,0.1,0.9,0.077,1.0,1.9,0.517,0.393,0.1,0.2,0.667,0.6,0.8,1.4,0.6,0.3,0.1,0.3,1.0,2.3,01-2024
Damian Jones,C,28,CLE,19,0,5.9,0.7,1.3,0.56,0.1,0.3,0.333,0.6,1.0,0.632,0.6,0.3,0.3,0.833,0.2,0.7,0.9,0.3,0.2,0.2,0.3,0.6,1.8,01-2024
Derrick Jones Jr.,SF,26,DAL,42,41,26.0,3.8,7.8,0.485,1.4,4.0,0.349,2.4,3.8,0.629,0.575,1.3,1.8,0.737,1.2,2.5,3.7,1.0,0.8,0.9,1.0,1.9,10.3,01-2024
Herbert Jones,SF,25,NOP,41,41,28.7,3.9,7.8,0.492,1.3,3.4,0.396,2.5,4.4,0.566,0.578,1.9,2.2,0.856,1.1,2.5,3.7,2.5,1.2,1.0,1.2,2.8,10.9,01-2024
Tre Jones,PG,24,SAS,39,10,25.3,3.7,7.5,0.498,0.6,2.2,0.264,3.2,5.3,0.597,0.538,1.4,1.5,0.898,0.7,2.5,3.2,5.5,0.9,0.1,1.4,1.3,9.4,01-2024
Tyus Jones,PG,27,WAS,43,43,28.3,5.2,10.2,0.507,1.6,3.7,0.416,3.6,6.4,0.56,0.583,0.5,0.7,0.733,0.3,2.5,2.9,6.0,1.2,0.3,0.8,0.7,12.4,01-2024
DeAndre Jordan,C,35,DEN,21,1,12.5,1.8,2.8,0.655,0.0,0.0,,1.8,2.8,0.655,0.655,1.0,2.2,0.435,1.7,3.2,4.9,0.9,0.2,0.5,0.9,1.9,4.6,01-2024
Cory Joseph,PG,32,GSW,22,0,11.1,0.7,2.3,0.314,0.4,1.5,0.242,0.4,0.8,0.444,0.392,0.2,0.3,0.571,0.2,0.8,1.0,1.7,0.2,0.1,0.5,0.9,2.0,01-2024
Nikola Jović,PF,20,MIA,17,12,18.2,2.1,5.2,0.409,1.1,2.5,0.419,1.1,2.6,0.4,0.511,0.6,1.2,0.55,0.9,3.8,4.6,2.1,0.4,0.4,1.0,2.2,5.9,01-2024
Johnny Juzang,SG,22,UTA,1,0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01-2024
Luke Kennard,SG,27,MEM,20,8,24.4,3.5,8.0,0.431,2.6,6.1,0.426,0.9,1.9,0.447,0.594,0.9,1.0,0.895,0.4,2.7,3.1,3.0,0.5,0.1,0.9,1.0,10.4,01-2024
Walker Kessler,C,22,UTA,37,13,24.0,3.8,5.8,0.648,0.1,0.4,0.25,3.7,5.4,0.68,0.657,0.8,1.6,0.483,2.6,5.1,7.6,0.8,0.5,2.7,1.0,2.1,8.5,01-2024
Braxton Key,SF,26,DEN,13,0,3.4,0.4,1.1,0.357,0.1,0.3,0.25,0.3,0.8,0.4,0.393,0.3,0.4,0.8,0.2,0.6,0.8,0.6,0.2,0.0,0.1,0.3,1.2,01-2024
Corey Kispert,SF,24,WAS,42,1,21.6,4.0,8.4,0.479,1.9,5.2,0.369,2.1,3.2,0.657,0.593,1.5,1.9,0.775,0.3,1.9,2.2,1.5,0.3,0.2,1.0,1.5,11.4,01-2024
Maxi Kleber,C,32,DAL,10,2,19.0,1.2,3.4,0.353,0.5,2.0,0.25,0.7,1.4,0.5,0.426,0.9,1.3,0.692,0.8,2.6,3.4,1.8,0.2,0.7,0.9,2.3,3.8,01-2024
Kevin Knox,SF,24,DET,26,9,18.6,3.0,6.3,0.47,1.2,3.3,0.353,1.8,3.0,0.595,0.561,0.7,0.7,0.895,0.6,1.9,2.5,0.7,0.4,0.3,0.6,1.6,7.7,01-2024
John Konchar,SF,27,MEM,35,6,17.5,1.3,3.3,0.386,0.6,2.0,0.29,0.7,1.3,0.533,0.474,0.3,0.3,0.75,1.1,2.9,4.0,1.6,0.7,0.9,0.5,1.1,3.3,01-2024
Furkan Korkmaz,SG,26,PHI,27,0,6.9,0.6,1.7,0.362,0.2,0.8,0.273,0.4,0.9,0.44,0.426,0.3,0.4,0.7,0.0,0.5,0.6,0.5,0.4,0.0,0.3,0.4,1.7,01-2024
Luke Kornet,C,28,BOS,31,2,14.9,2.1,3.0,0.691,0.0,0.0,,2.1,3.0,0.691,0.691,0.7,0.8,0.875,1.8,2.0,3.8,0.9,0.4,1.0,0.5,1.4,4.9,01-2024
Jonathan Kuminga,PF,21,GSW,40,15,23.3,5.2,9.9,0.526,0.8,2.5,0.307,4.5,7.4,0.601,0.565,2.7,3.8,0.709,1.1,3.3,4.4,1.5,0.6,0.4,1.4,2.1,13.9,01-2024
Kyle Kuzma,PF,28,WAS,43,43,31.3,8.4,18.5,0.455,2.3,6.7,0.344,6.1,11.8,0.519,0.518,2.6,3.2,0.791,1.0,5.5,6.6,4.4,0.4,0.6,2.7,2.1,21.7,01-2024
Jock Landale,C,28,HOU,25,0,9.1,0.8,2.2,0.382,0.1,0.7,0.118,0.8,1.5,0.5,0.4,0.4,0.6,0.733,1.1,0.8,1.9,0.5,0.2,0.4,0.4,0.9,2.2,01-2024
Jake LaRavia,PF,22,MEM,11,0,11.1,1.5,3.9,0.372,0.5,2.2,0.208,1.0,1.7,0.579,0.43,0.3,0.4,0.75,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6,01-2024
Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,01-2024
A.J. Lawson,SG,23,DAL,20,0,9.7,1.6,3.5,0.464,0.6,1.8,0.343,1.0,1.7,0.588,0.551,0.6,0.8,0.733,0.5,0.9,1.3,0.6,0.5,0.1,0.5,0.7,4.4,01-2024
Saben Lee,PG,24,PHO,11,0,6.8,0.8,1.9,0.429,0.0,0.5,0.0,0.8,1.5,0.563,0.429,1.2,1.5,0.765,0.5,0.6,1.1,1.1,0.3,0.3,0.5,0.5,2.8,01-2024
Alex Len,C,30,SAC,17,0,8.8,1.1,1.7,0.621,0.0,0.1,0.0,1.1,1.6,0.667,0.621,0.2,0.6,0.4,1.4,1.9,3.3,1.1,0.2,0.5,0.6,1.1,2.4,01-2024
Kawhi Leonard,SF,32,LAC,38,38,34.7,8.8,16.9,0.522,2.2,5.1,0.443,6.6,11.9,0.555,0.588,3.8,4.3,0.879,1.1,5.1,6.2,3.8,1.7,0.8,1.6,1.6,23.7,01-2024
Caris LeVert,SG,29,CLE,32,1,28.8,5.7,13.5,0.422,1.9,5.6,0.344,3.8,7.8,0.478,0.494,2.4,3.3,0.743,0.5,3.1,3.6,4.1,1.0,0.4,1.6,1.6,15.8,01-2024
Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,0.308,0.1,1.3,0.1,0.9,2.1,0.438,0.327,0.7,0.7,0.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9,01-2024
Maxwell Lewis,SF,21,LAL,15,0,4.1,0.1,0.7,0.2,0.1,0.2,0.333,0.1,0.5,0.143,0.25,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.1,0.3,01-2024
E.J. Liddell,PF,23,NOP,6,0,2.8,0.2,0.8,0.2,0.0,0.7,0.0,0.2,0.2,1.0,0.2,0.3,0.3,1.0,0.0,0.5,0.5,0.2,0.0,0.3,0.3,0.3,0.7,01-2024
Damian Lillard,PG,33,MIL,41,41,35.2,7.4,17.5,0.426,3.0,8.6,0.347,4.4,8.8,0.503,0.512,7.5,8.1,0.922,0.5,3.8,4.3,6.8,1.1,0.1,2.4,1.6,25.3,01-2024
Nassir Little,SF,23,PHO,26,2,14.3,1.8,3.7,0.484,0.6,2.0,0.308,1.2,1.7,0.698,0.568,0.7,0.8,0.85,0.5,1.8,2.3,0.6,0.4,0.3,0.5,1.2,4.8,01-2024
Dereck Lively II,C,19,DAL,33,32,25.3,4.0,5.4,0.742,0.0,0.1,0.0,4.0,5.3,0.75,0.742,0.8,1.3,0.568,2.9,4.8,7.7,1.3,0.6,1.4,1.2,2.9,8.8,01-2024
Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5.0,0.345,1.0,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,01-2024
Chris Livingston,SF,20,MIL,12,0,4.8,0.6,1.0,0.583,0.1,0.1,1.0,0.5,0.9,0.545,0.625,0.2,0.2,1.0,0.2,0.8,1.0,0.3,0.2,0.0,0.3,0.4,1.4,01-2024
Kenneth Lofton Jr.,PF,21,TOT,16,0,6.4,0.9,2.4,0.359,0.2,0.6,0.3,0.7,1.8,0.379,0.397,0.5,0.9,0.533,0.1,0.9,1.1,0.9,0.2,0.2,0.5,0.9,2.4,01-2024
Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,01-2024
Kenneth Lofton Jr.,PF,21,PHI,1,0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,01-2024
Kevon Looney,C,27,GSW,41,35,20.2,2.3,3.8,0.617,0.0,0.0,,2.3,3.8,0.617,0.617,0.9,1.3,0.704,2.6,4.5,7.1,2.4,0.5,0.3,0.7,2.5,5.6,01-2024
Brook Lopez,C,35,MIL,44,44,31.6,4.9,9.9,0.49,1.6,4.8,0.33,3.3,5.1,0.64,0.57,1.5,1.8,0.815,1.6,3.9,5.5,1.7,0.6,2.9,0.9,2.7,12.8,01-2024
Robin Lopez,C,35,MIL,12,0,2.8,0.3,0.6,0.429,0.2,0.4,0.4,0.1,0.2,0.5,0.571,0.2,0.2,1.0,0.1,0.2,0.3,0.3,0.0,0.1,0.1,0.3,0.8,01-2024
Kevin Love,PF,35,MIA,34,5,18.3,3.0,6.9,0.438,1.6,4.7,0.34,1.4,2.2,0.649,0.554,1.9,2.5,0.774,1.1,5.3,6.5,2.4,0.4,0.1,0.8,1.9,9.5,01-2024
Kyle Lowry,PG,37,MIA,37,35,28.0,2.8,6.5,0.426,1.7,4.4,0.385,1.1,2.2,0.506,0.554,0.9,1.1,0.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,01-2024
Seth Lundy,SF,23,ATL,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,01-2024
Trey Lyles,PF,28,SAC,28,0,20.3,2.4,5.4,0.447,1.5,4.0,0.387,0.9,1.4,0.615,0.59,0.7,1.1,0.625,1.0,3.9,4.9,1.3,0.1,0.3,0.6,1.6,7.0,01-2024
Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,0.288,0.4,2.3,0.167,1.1,2.8,0.389,0.326,0.8,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,01-2024
Sandro Mamukelashvili,C,24,SAS,25,0,7.0,1.0,2.4,0.407,0.3,1.3,0.25,0.6,1.1,0.593,0.475,0.5,0.6,0.75,0.6,1.4,2.0,1.0,0.2,0.3,0.3,0.8,2.7,01-2024
Terance Mann,SG,27,LAC,36,32,25.1,2.9,6.4,0.45,0.9,3.1,0.304,1.9,3.3,0.588,0.524,0.8,1.1,0.75,1.2,2.0,3.2,1.8,0.6,0.3,0.7,1.9,7.6,01-2024
Tre Mann,PG,22,OKC,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1.0,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8,01-2024
Boban Marjanović,C,35,HOU,7,0,5.3,1.0,2.6,0.389,0.0,0.3,0.0,1.0,2.3,0.438,0.389,0.0,0.3,0.0,0.7,1.4,2.1,0.6,0.0,0.1,0.0,0.6,2.0,01-2024
Lauri Markkanen,PF,26,UTA,35,35,32.5,7.9,16.0,0.49,3.1,7.9,0.39,4.8,8.1,0.588,0.586,4.8,5.5,0.876,2.4,6.3,8.7,1.8,0.9,0.6,1.1,1.8,23.6,01-2024
Naji Marshall,SF,26,NOP,35,1,18.5,2.7,5.9,0.454,0.9,2.3,0.39,1.7,3.5,0.496,0.532,1.5,1.8,0.825,1.1,2.5,3.6,2.0,0.7,0.2,1.1,1.5,7.7,01-2024
Caleb Martin,SF,28,MIA,27,12,26.8,4.0,8.9,0.454,1.2,3.0,0.402,2.8,5.9,0.481,0.523,1.4,1.8,0.755,1.2,3.6,4.8,2.3,0.8,0.3,1.3,2.0,10.7,01-2024
Cody Martin,SF,28,CHO,12,6,25.9,2.5,7.1,0.353,0.9,3.1,0.297,1.6,4.0,0.396,0.418,0.8,1.3,0.563,1.1,2.1,3.2,2.5,1.5,0.9,1.1,1.8,6.7,01-2024
KJ Martin,SF,23,TOT,28,0,7.0,0.8,1.8,0.469,0.0,0.3,0.125,0.8,1.5,0.537,0.48,0.2,0.4,0.5,0.2,0.6,0.8,0.5,0.4,0.0,0.2,1.0,1.9,01-2024
KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1.0,0.5,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,01-2024
KJ Martin,SF,23,PHI,26,0,6.3,0.7,1.5,0.487,0.0,0.1,0.0,0.7,1.4,0.528,0.487,0.2,0.3,0.5,0.2,0.5,0.7,0.5,0.3,0.0,0.2,1.0,1.6,01-2024
Garrison Mathews,SG,27,ATL,30,3,13.0,1.2,2.7,0.457,1.1,2.5,0.447,0.1,0.2,0.6,0.667,0.1,0.2,0.286,0.2,1.0,1.2,0.5,0.3,0.1,0.5,1.6,3.7,01-2024
Bennedict Mathurin,SF,21,IND,44,14,25.5,5.0,10.9,0.455,1.3,3.5,0.361,3.7,7.4,0.5,0.514,3.0,3.6,0.828,1.0,2.7,3.7,2.0,0.5,0.2,1.6,2.0,14.2,01-2024
Wesley Matthews,SG,37,ATL,19,1,11.2,0.5,2.1,0.256,0.3,1.6,0.2,0.2,0.5,0.444,0.333,0.7,1.0,0.737,0.2,1.2,1.4,0.6,0.5,0.2,0.3,1.4,2.1,01-2024
Tyrese Maxey,PG,23,PHI,41,41,37.7,8.9,19.7,0.449,3.1,8.2,0.379,5.7,11.5,0.499,0.528,4.9,5.7,0.86,0.6,3.1,3.7,6.7,1.0,0.5,1.6,2.1,25.8,01-2024
Skylar Mays,PG-SG,26,TOT,24,5,15.9,2.5,6.2,0.399,0.7,2.1,0.314,1.8,4.0,0.443,0.453,0.5,0.7,0.765,0.4,1.2,1.6,3.3,0.7,0.1,0.8,1.0,6.1,01-2024
Skylar Mays,PG,26,POR,21,5,17.0,2.5,6.6,0.384,0.7,2.3,0.286,1.9,4.2,0.438,0.435,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3,01-2024
Skylar Mays,SG,26,LAL,3,0,8.7,2.0,3.3,0.6,0.7,0.7,1.0,1.3,2.7,0.5,0.7,0.0,0.0,,0.3,0.3,0.7,1.3,0.7,0.0,0.0,1.0,4.7,01-2024
